transaction_id,transaction_date,posting_date,vendor_id,vendor_name,account_code,account_name,debit_amount,department,description,created_by,approved_by,audit_risk_score,risk_level,rule_alert_count,anomaly_score,ml_anomaly_flag,risk_reason_text
TXN00007068,2024-11-26,2024-11-26,V00203,"Bright Consulting Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Bright Consulting Co., Ltd. for invoice INV-424784",E0131,E0109,69.38,High,2,0.721975,True,"Unusual vendor (Bright Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.722, rank 256 of 30,128); Vendor risk 50/100 for Bright Consulting Co., Ltd.; Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00004557,2024-12-09,2024-12-09,V00101,"Innovate Facilities (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,2000000.0,Finance,"Settlement of Innovate Facilities (Shenzhen) Co., Ltd. invoice INV-640002",E0099,E0009,69.37,High,2,0.829587,True,"Unusual vendor (Innovate Facilities (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.830, rank 55 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00029033,2025-07-31,2025-07-31,V00298,"Longhe Systems (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Longhe Systems (Shanghai) Co., Ltd. for invoice INV-297691",E0122,E0073,69.31,High,2,0.801367,True,"Unusual vendor (Longhe Systems (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.801, rank 78 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00025990,2025-12-05,2025-12-05,V00226,"Zhongtai Industrial (Beijing) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Zhongtai Industrial (Beijing) Co., Ltd. - invoice INV-702778",E0064,E0121,69.24,High,2,0.733569,True,"Unusual vendor (Zhongtai Industrial (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.734, rank 221 of 30,128); Vendor risk 47/100 for Zhongtai Industrial (Beijing) Co., Ltd.; Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00024102,2025-07-26,2025-07-26,V00350,"Ruixin Systems (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,160000.0,Finance,"Bank transfer to Ruixin Systems (Guangzhou) Co., Ltd. - invoice INV-418678",E0004,E0002,69.23,High,2,0.640311,True,"Duplicate payment: invoice INV-2025-71544 paid more than once to Ruixin Systems (Guangzhou) Co., Ltd.; Posted on Saturday - 2025-07-26 is outside the normal working week; Isolation Forest anomaly (score 0.640, rank 590 of 30,128); Amount CNY 160,000.00 is above the 77.1th percentile of the ledger"
TXN00004619,2024-09-11,2024-09-11,V00348,"Global Trading (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,2000000.0,Finance,"Vendor settlement Global Trading (Shanghai) Co., Ltd. / INV-440804",E0101,E0109,69.2,High,2,0.806946,True,"Unusual vendor (Global Trading (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.807, rank 71 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00015745,2024-05-06,2024-05-06,V00173,Zhongtai Services Holdings,1405,库存商品 Finished goods,1250000.0,Finance,Bank transfer to Zhongtai Services Holdings - invoice INV-288217,E0087,E0025,69.14,High,2,0.947288,True,"Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Rare account usage: posted to 1405 (库存商品 Finished goods), used by only 0.03% of vouchers and atypical for this business process; Isolation Forest anomaly (score 0.947, rank 2 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00025119,2025-09-15,2025-09-15,V00099,"Tianhe Services (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Tianhe Services (Guangzhou) Co., Ltd. - invoice INV-937906",E0133,E0109,69.14,High,2,0.840506,True,"Unusual vendor (Tianhe Services (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.841, rank 45 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00014547,2024-11-11,2024-11-11,V00354,"Orient Industrial (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Orient Industrial (Shanghai) Co., Ltd. for invoice INV-985443",E0105,E0124,69.12,High,2,0.924571,True,"Unusual vendor (Orient Industrial (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.925, rank 9 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00015908,2025-09-30,2025-10-01,V00059,"Bright Automation (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Bright Automation (Shanghai) Co., Ltd. / INV-186181",E0046,E0115,69.1,High,2,0.81381,True,"Unusual vendor (Bright Automation (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.814, rank 64 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00011915,2025-08-27,2025-08-27,V00140,"Sunrise Automation (Shanghai) Co., Ltd.",660205,管理费用-咨询费 Consulting fees,2000000.0,Operations,"Advisory fee to Sunrise Automation (Shanghai) Co., Ltd.",E0108,E0111,69.06,High,2,0.929496,True,"Unusual vendor (Sunrise Automation (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.929, rank 7 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00013256,2025-09-29,2025-09-29,V00055,"Xinrun Services (Beijing) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Xinrun Services (Beijing) Co., Ltd. for invoice INV-849440",E0140,E0128,69.04,High,2,0.75796,True,"Unusual vendor (Xinrun Services (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.758, rank 159 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00013333,2024-09-18,2024-09-18,V00200,"Kaiyuan Technology Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Kaiyuan Technology Co., Ltd. - invoice INV-769742",E0045,E0042,68.96,High,2,0.803188,True,"Unusual vendor (Kaiyuan Technology Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.803, rank 74 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN90000018,2024-06-17,2024-06-18,V00050,Sunrise Services Holdings,2202,应付账款 Accounts payable,1014576.45,Finance,Bank transfer to Sunrise Services Holdings - invoice INV-316002,E0067,E0050,68.93,High,1,0.553962,False,"Duplicate payment: invoice INV-2024-25127 paid more than once to Sunrise Services Holdings; Amount CNY 1,014,576.45 is above the 97.8th percentile of the ledger"
TXN00007048,2024-05-21,2024-05-21,V00040,Nordic Consulting Group,2202,应付账款 Accounts payable,2000000.0,Finance,Bank transfer to Nordic Consulting Group - invoice INV-295783,E0113,E0071,68.87,High,2,0.834348,True,"Unusual vendor (Nordic Consulting Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.834, rank 51 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00028197,2025-02-10,2025-02-10,V00081,"Ruixin Services (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Ruixin Services (Shenzhen) Co., Ltd. invoice INV-506852",E0001,E0102,68.87,High,2,0.734478,True,"Unusual vendor (Ruixin Services (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.734, rank 215 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00015946,2025-10-28,2025-10-29,V00298,"Longhe Systems (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Longhe Systems (Shanghai) Co., Ltd. / INV-749609",E0090,E0019,68.73,High,2,0.778267,True,"Unusual vendor (Longhe Systems (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.778, rank 112 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00003281,2024-06-13,2024-06-13,V00050,Sunrise Services Holdings,2202,应付账款 Accounts payable,1014576.45,Finance,Bank transfer to Sunrise Services Holdings - invoice INV-316002,E0067,E0050,68.71,High,1,0.545313,False,"Duplicate payment: invoice INV-2024-25127 paid more than once to Sunrise Services Holdings; Amount CNY 1,014,576.45 is above the 97.8th percentile of the ledger"
TXN00021024,2025-07-02,2025-07-02,V00298,"Longhe Systems (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Longhe Systems (Shanghai) Co., Ltd. for invoice INV-415824",E0037,E0115,68.61,High,2,0.773345,True,"Unusual vendor (Longhe Systems (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.773, rank 122 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00019990,2025-08-01,2025-08-01,V00254,"Ruixin Facilities (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Ruixin Facilities (Shenzhen) Co., Ltd. invoice INV-378144",E0003,E0124,68.56,High,2,0.831884,True,"Unusual vendor (Ruixin Facilities (Shenzhen) Co., Ltd.): vendor registered less than 90 days before the payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.832, rank 53 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00003709,2025-12-10,2025-12-10,V00231,"Apex Packaging (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Apex Packaging (Shenzhen) Co., Ltd. for invoice INV-594161",E0077,E0121,68.52,High,2,0.753632,True,"Unusual vendor (Apex Packaging (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.754, rank 166 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00008820,2024-03-21,2024-03-21,V00085,"Qianhai Supply Chain (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1178000.0,Finance,"Vendor settlement Qianhai Supply Chain (Guangzhou) Co., Ltd. / INV-264565",E0122,E0114,68.52,High,2,0.754523,True,"Unusual vendor (Qianhai Supply Chain (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1178000.0 sits in the top 1.75% of all voucher values and is an exact multiple of 1,000; Isolation Forest anomaly (score 0.755, rank 163 of 30,128); Vendor risk 53/100 for Qianhai Supply Chain (Guangzhou) Co., Ltd.; Amount CNY 1,178,000.00 is above the 98.3th percentile of the ledger"
TXN00025636,2025-04-23,2025-04-23,V00002,"Tianhe Consulting Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Tianhe Consulting Co., Ltd. / INV-230851",E0078,E0102,68.51,High,2,0.7734,True,"Unusual vendor (Tianhe Consulting Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.773, rank 121 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00006297,2024-04-02,2024-04-02,V00302,"Innovate Industrial (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Innovate Industrial (Shanghai) Co., Ltd. - invoice INV-217779",E0056,E0009,68.5,High,2,0.742695,True,"Unusual vendor (Innovate Industrial (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.743, rank 198 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00011262,2024-10-21,2024-10-21,V00028,"Concord Logistics (Beijing) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Concord Logistics (Beijing) Co., Ltd. - invoice INV-104044",E0094,E0034,68.5,High,2,0.820687,True,"Unusual vendor (Concord Logistics (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.821, rank 61 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00024046,2025-08-01,2025-08-01,V00063,"Innovate Supply Chain (Guangzhou) Co., Ltd.",660205,管理费用-咨询费 Consulting fees,1000000.0,Operations,"Consulting services from Innovate Supply Chain (Guangzhou) Co., Ltd. - contract 23143",E0099,E0066,68.45,High,2,0.840923,True,"Unusual vendor (Innovate Supply Chain (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.841, rank 42 of 30,128); Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00025389,2024-09-18,2024-09-18,V00091,"Zhongtai Industrial Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Zhongtai Industrial Co., Ltd. / INV-767298",E0058,E0115,68.39,High,2,0.717049,True,"Unusual vendor (Zhongtai Industrial Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.717, rank 274 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00000400,2024-01-15,2024-01-17,V00315,"Ruixin Materials Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Ruixin Materials Co., Ltd. / INV-980685",E0055,E0068,68.36,High,2,0.840889,True,"Unusual vendor (Ruixin Materials Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.841, rank 43 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00014891,2024-04-01,2024-04-01,V00026,"Concord Logistics (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Concord Logistics (Shanghai) Co., Ltd. invoice INV-252264",E0100,E0121,68.23,High,2,0.785972,True,"Unusual vendor (Concord Logistics (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.786, rank 102 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00028678,2024-05-20,2024-05-20,V00250,"Zhongtai Trading Co., Ltd.",2202,应付账款 Accounts payable,1000000.0,Finance,"Settlement of Zhongtai Trading Co., Ltd. invoice INV-869410",E0035,E0050,68.18,High,2,0.846747,True,"Unusual vendor (Zhongtai Trading Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.847, rank 36 of 30,128); Vendor risk 47/100 for Zhongtai Trading Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00007675,2024-12-20,2024-12-20,V00319,"Sunrise Technology (Beijing) Co., Ltd.",1403,原材料 Raw materials,2000000.0,Procurement,Bulk purchase of components - PO63507,E0083,E0111,68.1,High,2,0.781823,True,"Unusual vendor (Sunrise Technology (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.782, rank 109 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00026672,2024-10-08,2024-10-08,V00312,"Longhe Trading (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Longhe Trading (Shanghai) Co., Ltd. for invoice INV-619698",E0131,E0034,68.0,High,2,0.789914,True,"Unusual vendor (Longhe Trading (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.790, rank 92 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00021567,2025-11-17,2025-11-17,V00240,"Tianhe Industrial (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Tianhe Industrial (Guangzhou) Co., Ltd. - invoice INV-956026",E0043,E0134,67.88,High,2,0.73498,True,"Unusual vendor (Tianhe Industrial (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.735, rank 213 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN90000046,2025-07-11,2025-07-12,V00199,"Silverline Industrial Co., Ltd.",2202,应付账款 Accounts payable,734305.34,Finance,"Settlement of Silverline Industrial Co., Ltd. invoice INV-511498",E0069,E0023,67.77,High,1,0.469686,False,"Duplicate payment: invoice INV-2025-70114 paid more than once to Silverline Industrial Co., Ltd.; Vendor risk 62/100 for Silverline Industrial Co., Ltd.; Amount CNY 734,305.34 is above the 95.4th percentile of the ledger"
TXN00028687,2025-06-23,2025-06-23,V00097,"Everest Logistics Co., Ltd.",1403,原材料 Raw materials,1000000.0,Procurement,Goods receipt against PO93099,E0087,E0089,67.71,High,2,0.787849,True,"Unusual vendor (Everest Logistics Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1000000.0 sits in the top 2.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.788, rank 96 of 30,128); Vendor risk 53/100 for Everest Logistics Co., Ltd.; Amount CNY 1,000,000.00 is above the 97.5th percentile of the ledger"
TXN00027273,2024-10-17,2024-10-18,V00294,Northwind Technology Holdings,1403,原材料 Raw materials,2000000.0,Procurement,Material procurement from Northwind Technology Holdings - PO68180,E0044,E0028,67.66,High,2,0.875635,True,"Unusual vendor (Northwind Technology Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.876, rank 22 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
TXN00028116,2024-09-02,2024-09-02,V00349,Delta Systems Group,2202,应付账款 Accounts payable,1250000.0,Finance,Payment to Delta Systems Group for invoice INV-720357,E0014,E0009,67.64,High,2,0.711582,True,"Unusual vendor (Delta Systems Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.712, rank 296 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00003239,2025-03-17,2025-03-17,V00123,Fortune Consulting Group,2202,应付账款 Accounts payable,1250000.0,Finance,Bank transfer to Fortune Consulting Group - invoice INV-880782,E0004,E0111,67.61,High,2,0.763648,True,"Unusual vendor (Fortune Consulting Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.764, rank 143 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00019943,2024-12-16,2024-12-16,V00245,"Vertex Consulting (Shenzhen) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Vertex Consulting (Shenzhen) Co., Ltd. - invoice INV-106910",E0031,E0066,67.61,High,2,0.787778,True,"Unusual vendor (Vertex Consulting (Shenzhen) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.788, rank 97 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00000081,2025-10-14,2025-10-14,V00185,"Northwind Facilities Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Bank transfer to Northwind Facilities Co., Ltd. - invoice INV-484469",E0043,E0019,67.45,High,2,0.800888,True,"Unusual vendor (Northwind Facilities Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.801, rank 79 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00012644,2024-03-28,2024-03-28,V00086,"Delta Automation (Shanghai) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Delta Automation (Shanghai) Co., Ltd. for invoice INV-418728",E0122,E0066,67.41,High,2,0.743135,True,"Unusual vendor (Delta Automation (Shanghai) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.743, rank 196 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00021471,2024-06-04,2024-06-04,V00123,Fortune Consulting Group,2202,应付账款 Accounts payable,1250000.0,Finance,Vendor settlement Fortune Consulting Group / INV-121845,E0026,E0053,67.36,High,2,0.753459,True,"Unusual vendor (Fortune Consulting Group): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.753, rank 168 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00026568,2024-11-22,2024-11-22,V00169,"Hengtai Media (Guangzhou) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Settlement of Hengtai Media (Guangzhou) Co., Ltd. invoice INV-565276",E0090,E0025,67.2,High,2,0.692819,True,"Unusual vendor (Hengtai Media (Guangzhou) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.693, rank 354 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00024641,2024-06-17,2024-06-17,V00328,"Union Technology Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Vendor settlement Union Technology Co., Ltd. / INV-167555",E0133,E0071,67.17,High,2,0.78425,True,"Unusual vendor (Union Technology Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.784, rank 104 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00010125,2025-07-07,2025-07-07,V00199,"Silverline Industrial Co., Ltd.",2202,应付账款 Accounts payable,734305.34,Finance,"Settlement of Silverline Industrial Co., Ltd. invoice INV-511498",E0069,E0023,67.15,High,1,0.444687,False,"Duplicate payment: invoice INV-2025-70114 paid more than once to Silverline Industrial Co., Ltd.; Vendor risk 62/100 for Silverline Industrial Co., Ltd.; Amount CNY 734,305.34 is above the 95.4th percentile of the ledger"
TXN80004100,2025-12-15,2025-12-15,V00175,Wanhe Packaging Holdings,2202,应付账款 Accounts payable,49733.57,Finance,Partial payment to Wanhe Packaging Holdings - instalment 1/3,E0100,E0121,67.15,High,1,0.840544,True,"Split payment: 3 payments to the same vendor on the same day, each just below the CNY 50,000 approval threshold (combined CNY 147780.32); Isolation Forest anomaly (score 0.841, rank 44 of 30,128); Vendor risk 61/100 for Wanhe Packaging Holdings; Amount sits just below the CNY 50,000 approval threshold"
TXN00009194,2024-01-04,2024-01-04,V00322,"Longhe Logistics (Beijing) Co., Ltd.",2202,应付账款 Accounts payable,1250000.0,Finance,"Payment to Longhe Logistics (Beijing) Co., Ltd. for invoice INV-521553",E0070,E0102,67.14,High,2,0.744136,True,"Unusual vendor (Longhe Logistics (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.744, rank 190 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00018285,2025-06-05,2025-06-05,V00307,Fortune Electronics Holdings,2202,应付账款 Accounts payable,1250000.0,Finance,Vendor settlement Fortune Electronics Holdings / INV-325430,E0065,E0092,67.13,High,2,0.768997,True,"Unusual vendor (Fortune Electronics Holdings): amount is more than 8x this vendor's average payment; Large round amount: CNY 1250000.0 sits in the top 1.38% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.769, rank 134 of 30,128); Amount CNY 1,250,000.00 is above the 98.6th percentile of the ledger"
TXN00009570,2025-01-06,2025-01-07,V00010,"Xinrun Consulting (Beijing) Co., Ltd.",2202,应付账款 Accounts payable,2000000.0,Finance,"Vendor settlement Xinrun Consulting (Beijing) Co., Ltd. / INV-152994",E0069,E0114,67.07,High,2,0.835499,True,"Unusual vendor (Xinrun Consulting (Beijing) Co., Ltd.): amount is more than 8x this vendor's average payment; Large round amount: CNY 2000000.0 sits in the top 0.5% of all voucher values and is an exact multiple of 10,000; Isolation Forest anomaly (score 0.835, rank 49 of 30,128); Amount CNY 2,000,000.00 is above the 99.5th percentile of the ledger"
